No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,22,42000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,38.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,10,60000000,Non
0,1,BSD City,Tangerang,106.664,-6.2944,1,28.0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,13,45000000,Full
0,1,Margonda,Depok,106.8318,-6.3722,0,30.0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,15,27600000,Semi
2,2,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,60.0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,14,85000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,66000000,Full
1,1,Senopati,Jakarta Selatan,106.806005,-6.228974,1,102.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14,288000000,Full
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,37900000,Full
1,1,Menteng,Jakarta Pusat,106.838974,-6.180433,1,36.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,100000000,Full
2,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,60000000,Full
2,2,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,93.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,288000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15,38000000,Non
1,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,28.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,39000000,Full
2,2,Kelapa Gading,Jakarta Utara,106.89144,-6.149391,1,83.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,22,110000000,Full
3,3,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,138.0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,13,120000000,Non
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,0,35.0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,48000000,Non
0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,21.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,28000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.900954,-6.168483,1,46.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,34000000,Full
2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,85000000,Full
0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,14,30000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,52750000,Full
1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,48.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,168000000,Full
2,1,Kemayoran,Jakarta Pusat,106.851642,-6.15528,1,45.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,44000000,Full
2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,62.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,80000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,60000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,35.0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,28000000,Semi
1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,28.0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,13,65250000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,75600000,Full
0,1,Daan Mogot,Tangerang,106.6809,-6.1615,0,21.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,12,24000000,Non
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,41.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,102000000,Full
2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,55.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,60000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,19,34000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,40000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,70000000,Full
1,1,Pejaten,Jakarta Selatan,106.830173,-6.276866,1,35.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,78000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,80000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.793682,-6.180334,1,37.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,58000000,Full
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,30000000,Full
0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,25.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,50000000,Full
0,1,Bintaro,Jakarta Selatan,106.7422,-6.2737,1,23.0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,15,60000000,Full
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,23.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,33750000,Full
1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,29.0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,18,35000000,Non
2,1,Sudirman,Jakarta Selatan,106.803295,-6.224544,1,63.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,220000000,Full
1,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,21.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,19,42200000,Full
2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,132000000,Full
3,2,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65.0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,14,133000000,Full
0,1,Cikokol,Tangerang,106.6285,-6.2144,0,25.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,11,30000000,Non
3,3,Gandaria,Jakarta Selatan,106.787499,-6.24604,1,177.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23,540000000,Full
2,1,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,100000000,Full
1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,33.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,47000000,Full
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,102000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,90000000,Full
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,35.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,21,43000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,36.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,35000000,Full
2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,180000000,Full
2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,35.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,19,36000000,Full
2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,53.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,73500000,Non
2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,140000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,18,35000000,Full
2,1,Serpong,Tangerang,106.6866,-6.294,1,39.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,16,45000000,Full
2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,110.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,240000000,Full
2,1,Senayan,Jakarta Selatan,106.794123,-6.222613,1,79.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,12,270000000,Full
2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,88.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,112450000,Full
2,2,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,124.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,168000000,Full
2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,24000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,32000000,Full
2,1,Sunter,Jakarta Utara,106.853714,-6.134868,1,42.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,45000000,Full
3,2,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,120.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,240000000,Full
2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,53.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,70000000,Full
2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,49.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,85000000,Full
0,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,25.0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,15,32500000,Full
2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,34.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,20,35000000,Full
0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27.0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,16,38150000,Full
2,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,42.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,16,48000000,Full
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,0,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,90000000,Semi
3,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,117.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,307800000,Full
2,1,Cikarang,Bekasi,107.1763,-6.3417,0,54.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,18,50000000,Non
2,1,Serpong,Tangerang,106.632866,-6.242534,0,42.0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,16,40000000,Non
1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,20,60000000,Full
2,1,Kuningan,Jakarta Selatan,106.825918,-6.223273,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,149000000,Full
2,2,Kemang,Jakarta Selatan,106.814385,-6.247255,1,74.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,96000000,Full
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,32.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,26000000,Non
1,1,Cengkareng,Jakarta Barat,106.736764,-6.131013,1,36.0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17,17000000,Full
2,2,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,49.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,75600000,Full
1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,96000000,Full
2,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,50.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,100800000,Full
1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,20,70000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,28.0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,12,52000000,Full
0,1,Margonda,Depok,106.8167,-6.3689,1,22.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,15,30000000,Full
0,1,Puri Indah,Jakarta Barat,106.730093,-6.174074,0,26.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,8,25000000,Non
0,2,Grogol,Jakarta Barat,106.796056,-6.153652,0,21.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,14,30000000,Non
2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,60000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,110200000,Full
2,2,Kuningan,Jakarta Selatan,106.825918,-6.223273,1,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,144000000,Full
2,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,53.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,108000000,Full
3,3,Kebayoran Lama,Jakarta Selatan,106.789467,-6.232826,1,225.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,529700000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,70000000,Full
1,1,Kemayoran,Jakarta Pusat,106.850611,-6.155864,1,50.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,40000000,Full
3,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,67.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,122700000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,53000000,Full
3,2,Kemayoran,Jakarta Pusat,106.852851,-6.153583,1,100.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,180000000,Full
2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,48.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,55000000,Full
0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,21.0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,35000000,Non
2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,57.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,42000000,Non
0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,36.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,19,55000000,Full
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,32.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,50000000,Full
2,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,45.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,40000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,16,40000000,Full
2,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,61.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,15,165000000,Full
1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,108000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,60000000,Full
1,1,Kelapa Gading,Jakarta Timur,106.90525,-6.181305,1,43.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,42000000,Full
1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,144000000,Full
0,1,Karawaci,Tangerang,106.607673,-6.228493,1,31.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,50000000,Full
2,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,63.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,13,80000000,Full
1,1,BSD City,Tangerang,106.652113,-6.3064,1,42.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,45000000,Full
0,1,Cinere,Depok,106.78239,-6.317404,1,22.0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,14,30000000,Full
3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,121.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,437400000,Full
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,32.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,102000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,54000000,Full
3,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,63000000,Full
1,1,Thamrin,Jakarta Pusat,106.815474,-6.194509,1,36.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,85000000,Full
0,1,Karawaci,Tangerang,106.607673,-6.228493,1,31.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,43000000,Full
1,1,BSD City,Tangerang,106.652113,-6.3064,1,34.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,50000000,Full
1,1,Menteng,Jakarta Pusat,106.836669,-6.193861,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,180000000,Full
1,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,54000000,Full
0,1,Bintaro,Tangerang,106.7082,-6.2708,1,25.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,15,36000000,Full
1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,0,45.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14,108000000,Non
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,76.0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,54350000,Non
0,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,30.0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17,25000000,Full
1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,101100000,Full
2,1,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,200050000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,34.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,44000000,Semi
2,1,Ancol,Jakarta Utara,106.839363,-6.129877,1,41.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,55000000,Full
2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,20,33000000,Full
2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,21,30000000,Full
1,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,46.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,84000000,Full
1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,36000000,Semi
3,2,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,146.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,130000000,Full
3,2,Kebon Jeruk,Jakarta Barat,106.767879,-6.190954,1,128.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,21,173200000,Full
0,1,Cikokol,Tangerang,106.63317,-6.194771,0,45.9,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,40000000,Non
0,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,62.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,152000000,Full
3,3,Kuningan,Jakarta Selatan,106.832913,-6.214428,1,172.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,495750000,Full
2,2,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,54.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,19,90000000,Full
2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,24000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,44.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,95000000,Full
2,1,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,89.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,226800000,Full
